,track id, genre,mood/theme---action,mood/theme---adventure,mood/theme---advertising,mood/theme---background,mood/theme---ballad,mood/theme---calm,mood/theme---children,mood/theme---christmas,mood/theme---commercial,mood/theme---cool,mood/theme---corporate,mood/theme---dark,mood/theme---deep,mood/theme---documentary,mood/theme---drama,mood/theme---dramatic,mood/theme---dream,mood/theme---emotional,mood/theme---energetic,mood/theme---epic,mood/theme---fast,mood/theme---film,mood/theme---fun,mood/theme---funny,mood/theme---game,mood/theme---groovy,mood/theme---happy,mood/theme---heavy,mood/theme---holiday,mood/theme---hopeful,mood/theme---inspiring,mood/theme---love,mood/theme---meditative,mood/theme---melancholic,mood/theme---melodic,mood/theme---motivational,mood/theme---movie,mood/theme---nature,mood/theme---party,mood/theme---positive,mood/theme---powerful,mood/theme---relaxing,mood/theme---retro,mood/theme---romantic,mood/theme---sad,mood/theme---sexy,mood/theme---slow,mood/theme---soft,mood/theme---soundscape,mood/theme---space,mood/theme---sport,mood/theme---summer,mood/theme---trailer,mood/theme---travel,mood/theme---upbeat,mood/theme---uplifting
0,21,classical,0.00044365297,0.004253363,0.01349933,0.026529577,0.028552689,0.035622444,0.0043920754,0.041538976,0.0021753574,0.006328622,0.0043701017,0.033674844,0.0011602859,0.012440564,0.009716796,0.0018074766,0.027385322,0.05254428,0.005834363,0.002028854,0.00016148003,0.020958709,0.0021198976,0.00029589955,0.0041525867,0.00075142126,0.025892982,4.7623933e-05,0.0050139227,0.0067494055,0.01656366,0.04432804,0.03624116,0.029337572,0.03265815,0.008671041,0.004488037,0.007579777,0.0005888178,0.0029050754,0.00017472918,0.11881656,0.00084907,0.048040923,0.074930504,0.00022322472,0.052826546,0.029021284,0.0063193007,0.0040592486,0.0005104116,0.0006872185,8.717087e-05,0.0030452383,0.0005212901,0.0063980985
0,22,classical,0.0013039575,0.007044454,0.037893973,0.044268943,0.011989618,0.04938272,0.01137906,0.02025358,0.0069725523,0.013276073,0.021262638,0.019073073,0.027548002,0.02734562,0.0076619294,0.0030236708,0.05133046,0.044726904,0.023830924,0.003970163,0.0005731816,0.024563905,0.0060720057,0.0033804786,0.00197911,0.0019134389,0.08346063,0.00017111505,0.004163167,0.010979568,0.045530926,0.03406619,0.030642634,0.018800182,0.032560587,0.022564247,0.009396632,0.015443233,0.0027616196,0.012976902,0.00048433215,0.110991985,0.0029175736,0.046470664,0.038105745,0.001531036,0.004807352,0.031070823,0.02023726,0.016617564,0.0035458682,0.009728214,0.00037028687,0.0058563813,0.0043705,0.027738899
0,23,classical,0.018792005,0.024893796,0.012377884,0.014590728,0.0016162075,0.0042033195,0.0052159303,0.013530907,0.005616493,0.00400613,0.007856465,0.010362013,0.0023327197,0.022560941,0.010992374,0.007933511,0.01637688,0.020172365,0.041439623,0.044688474,0.0013867742,0.08076213,0.005520315,0.0012926236,0.0027661866,0.0013592434,0.03324953,0.00064624456,0.0011199089,0.0032154985,0.01807103,0.014850229,0.0032836322,0.003927835,0.027854104,0.005610531,0.010865654,0.0024476165,0.0013333426,0.0066451905,0.0013196643,0.022172961,0.0043370766,0.011403794,0.007871522,0.00059842266,0.00041789978,0.0029595892,0.0056834114,0.006083747,0.0031126488,0.0018718462,0.0038129487,0.001746821,0.0039948975,0.011794743
0,24,classical,0.015449411,0.011444969,0.0060531343,0.0073489742,0.002357096,0.00525947,0.00037317557,0.002561101,0.0024849724,0.010321161,0.0029022952,0.115168266,0.0049127964,0.009347245,0.0043039527,0.0061734607,0.02583012,0.01417587,0.10776669,0.023400519,0.004553405,0.03428137,0.0061349487,0.0025954552,0.01184871,0.0038172381,0.0096875755,0.016210292,0.00047838272,0.0020312914,0.0066460343,0.02974408,0.008014454,0.0057912287,0.067630716,0.003436335,0.00986632,0.0014221302,0.005953002,0.0020256331,0.013924407,0.015675858,0.0074138944,0.0080466615,0.009886477,0.0007886014,0.0132878525,0.002068158,0.029095566,0.02498208,0.019766774,0.00201094,0.0017560298,0.0035525984,0.0043226457,0.005030769
0,25,classical,0.0009763973,0.0052484996,0.022369487,0.024229437,0.0065282276,0.010372933,0.003496721,0.01637695,0.0064164316,0.0061679105,0.010540916,0.019708136,0.0024991694,0.0077008484,0.003916583,0.0022279168,0.028230507,0.021127332,0.041044094,0.003170779,0.00097119756,0.013969916,0.008460014,0.001595372,0.008886877,0.0019627549,0.07155711,0.00056179403,0.004628112,0.0059172953,0.027344665,0.034326002,0.007177596,0.010574031,0.04587199,0.023191214,0.0037995656,0.0018350474,0.004097705,0.011553041,0.0016735896,0.03573397,0.0036471584,0.02186574,0.023794781,0.0013823918,0.007246325,0.007361298,0.0042843516,0.004986919,0.0038827534,0.0030575797,0.0002049815,0.002552309,0.0052393284,0.02194246
0,26,classical,0.006896878,0.006380532,0.012147124,0.011097973,0.00086103106,0.003229355,0.0013841472,0.0029928985,0.005392045,0.0041221124,0.009247942,0.01668652,0.0031201863,0.010797079,0.0021088417,0.004764023,0.020869829,0.009210188,0.07976862,0.018230708,0.0024165947,0.023423119,0.0049039233,0.0015940359,0.0030665116,0.0013432385,0.033881966,0.0016791974,0.00042468696,0.0014895181,0.017063264,0.013823938,0.0034726667,0.002168508,0.028645867,0.010602514,0.006290436,0.0011783926,0.0028222825,0.0057269763,0.0023981608,0.01423405,0.005861936,0.0072328458,0.0044709,0.0006259943,0.0005923494,0.001321108,0.015347222,0.015160325,0.009150844,0.0016610468,0.0015172788,0.0019276271,0.0055765794,0.014225139
0,27,classical,0.018248135,0.017278075,0.0055869045,0.008646163,0.002525844,0.010317805,0.00096974644,0.0068852147,0.0015899887,0.007914038,0.0027220414,0.04868715,0.0030596284,0.023810023,0.017765714,0.014069064,0.039850075,0.038435675,0.019806657,0.059262093,0.0009902229,0.11055236,0.0010866517,0.00048688223,0.0035409587,0.0010122041,0.005653932,0.0009107179,0.0005264289,0.0019621367,0.010163626,0.01575853,0.02137682,0.008442113,0.030429663,0.0025528048,0.019369856,0.0045187157,0.0009649042,0.0008931434,0.0013084176,0.053873725,0.0025161805,0.015275071,0.01656926,0.00023685693,0.0037473748,0.004799292,0.037855156,0.029697454,0.002407497,0.0006117177,0.0050424202,0.0029002412,0.00063657906,0.0032650197
0,28,classical,0.0013193401,0.007488307,0.016412098,0.025814228,0.024350347,0.017714432,0.004451578,0.02308922,0.0026934554,0.0075636236,0.004916171,0.02520655,0.0034981817,0.015480476,0.009348384,0.0026044163,0.022634896,0.039111644,0.018110104,0.0035827206,0.0002504259,0.025027093,0.0066832593,0.0012131257,0.002566188,0.0013993811,0.046909656,0.00014614018,0.0053860336,0.009239619,0.019112827,0.05153337,0.022018941,0.02140104,0.03967495,0.0072437287,0.0050093336,0.0063293804,0.001236915,0.0066238246,0.00034148103,0.061980832,0.0011038493,0.033718463,0.053147297,0.00047964754,0.012390004,0.020513987,0.00958328,0.0059930454,0.0021431504,0.0023373787,0.00029668713,0.0031519518,0.0029471656,0.009800003
0,29,classical,0.005686473,0.012949275,0.01833178,0.014994931,0.0030121899,0.01215464,0.0020100828,0.00938061,0.0043256963,0.011364607,0.0072396696,0.059679683,0.008355154,0.015880102,0.008517848,0.006912153,0.046148717,0.02208512,0.046614945,0.018571813,0.002454983,0.044930577,0.005325533,0.001587281,0.011459605,0.0034254554,0.0220851,0.0015678508,0.0015122347,0.0040902253,0.015384189,0.019645942,0.0139419045,0.007710613,0.049997725,0.00928086,0.011562951,0.0030924648,0.0055185934,0.004260734,0.0040049413,0.039504223,0.0081068445,0.015353795,0.01751242,0.0012814776,0.016991673,0.0051929806,0.026002184,0.026324475,0.0050421143,0.0033733451,0.0017322924,0.0043991627,0.0048556956,0.013010652
0,30,classical,0.019785289,0.021408087,0.01997654,0.0204347,0.0016036638,0.0061257905,0.0026340892,0.013249671,0.013433227,0.013305821,0.019638706,0.030191632,0.004668467,0.02097946,0.007727797,0.012634332,0.03539899,0.017425159,0.08393598,0.041787818,0.0047491263,0.058147173,0.010092078,0.0026968522,0.01134515,0.0035246657,0.036227256,0.0030691368,0.0015754079,0.003979982,0.025777496,0.01941563,0.005349859,0.0047409455,0.058314655,0.016493991,0.017144516,0.0027860273,0.0075404216,0.009820906,0.008050906,0.021060597,0.011057431,0.01602429,0.008545292,0.0018736209,0.0023830656,0.004108004,0.018412981,0.021904897,0.014265825,0.002577386,0.005095407,0.004823437,0.01099156,0.020079246
0,31,classical,0.00028307768,0.0033806714,0.015436316,0.032374375,0.01746116,0.014680564,0.0067787957,0.03164192,0.0030078986,0.00651336,0.007747564,0.00666428,0.0036455349,0.008711351,0.0048538875,0.00081395585,0.016760115,0.026769973,0.018628312,0.00071161037,0.00015039092,0.009290913,0.007865759,0.0021097811,0.001730026,0.0012052928,0.10148844,4.714549e-05,0.0065920944,0.009562266,0.025210937,0.045609362,0.008462034,0.0169978,0.031686176,0.010128657,0.0019221269,0.0034031025,0.0013508126,0.012690949,0.0002052179,0.043432154,0.000544658,0.030411314,0.039049346,0.00056427496,0.0016087313,0.023084726,0.0017205833,0.0014862692,0.001637592,0.0035673294,3.6201985e-05,0.0020337384,0.0034908524,0.015758574
0,32,classical,0.004083458,0.008682475,0.012260455,0.019289125,0.0044527086,0.028061328,0.0016292033,0.0059182406,0.002346298,0.0051307683,0.0053194314,0.048066687,0.0054375725,0.026435662,0.013571888,0.007176817,0.044868357,0.0556729,0.009174576,0.019663926,0.00028061654,0.045261294,0.0010028483,0.0003189651,0.001322531,0.00052181806,0.0097874245,0.00021946675,0.000736597,0.0041488023,0.018769657,0.017549574,0.039605428,0.014188597,0.02397183,0.007982812,0.010095132,0.008175605,0.0005028534,0.0016208746,0.00030754216,0.11772028,0.0014150525,0.026996115,0.028308157,0.00020636698,0.014807228,0.010352086,0.036729377,0.02581966,0.0011866592,0.0010318938,0.001387436,0.002774813,0.0005738578,0.005293203
0,33,classical,0.0014470682,0.008077992,0.0156219015,0.02579215,0.009965549,0.010813504,0.0065849787,0.023548288,0.004718206,0.004605653,0.008832131,0.010103283,0.000485684,0.01261678,0.010908073,0.003535861,0.020794414,0.049612164,0.011235016,0.006336435,0.00029003722,0.028391574,0.003837322,0.00032442843,0.0021406696,0.0005119692,0.037475727,9.153371e-05,0.0034499033,0.008818237,0.037965734,0.027181352,0.01648836,0.017708542,0.032715727,0.017227441,0.0036179551,0.006313207,0.0005025204,0.006922878,0.00028302614,0.0650525,0.0007019235,0.03248433,0.028850911,0.00013677069,0.0023685927,0.0106587345,0.0046237493,0.0038339258,0.00094780646,0.00030808037,0.00034115044,0.003088752,0.0016810034,0.014321857
